participant_id,alpha_pos,alpha_neg,phi,rho,capacity,kappa,phi_rl,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,hessian_condition,hessian_invertible,alpha_pos_se,alpha_neg_se,phi_se,rho_se,capacity_se,kappa_se,phi_rl_se,epsilon_se,alpha_pos_ci_lower,alpha_neg_ci_lower,phi_ci_lower,rho_ci_lower,capacity_ci_lower,kappa_ci_lower,phi_rl_ci_lower,epsilon_ci_lower,alpha_pos_ci_upper,alpha_neg_ci_upper,phi_ci_upper,rho_ci_upper,capacity_ci_upper,kappa_ci_upper,phi_rl_ci_upper,epsilon_ci_upper,n_trials,converged,n_successful_starts,n_near_best,at_bounds,high_correlations
10018,0.020078880712389946,0.0010000000474974513,0.21638436615467072,0.9990000128746033,1.9127097129821777,0.04185956344008446,0.038692206144332886,0.0010000000474974513,633.0262451171875,1282.052490234375,1321.201741071196,1282.1998802036687,0.415613265933104,8.03171224106336e-06,1374344034910208.0,True,0.004714283719122622,5.5980520326425205e-06,0.02942302007498552,0.02893412064604578,0.14681272707745685,0.015074256309399296,0.013509353731593517,1.5266882918620217e-05,0.010839054410006066,0.0009890280671298907,0.15871630649130009,0.9422901784840167,1.624962055438254,0.012314563979936164,0.01221435937599781,0.000970077506820766,0.029318707014773827,0.001010972027865012,0.27405242581804135,1.0557098472651898,2.2004573705261015,0.07140456290023275,0.06517005291266796,0.0010299225881741367,986,True,49,7,"['alpha_neg', 'rho', 'epsilon']","[('alpha_pos', 'phi_rl', 0.9034972190856934)]"
10024,0.03471052274107933,0.0010000000474974513,0.2065301239490509,0.9990000128746033,2.5508828163146973,0.09981737285852432,0.03982403129339218,0.005760875530540943,352.2655334472656,720.5310668945312,757.1428234469171,720.7341698564494,0.5534179571973128,1.0350796401326079e-05,993780608.0,True,0.013278311805664784,6.641373185539386e-06,0.03438540876634628,3.4470176688854134e-05,0.39090853613363585,0.021078731940295255,0.021163453066345636,0.010493901308612481,0.008685509826483341,0.000986983195245904,0.13913596117332433,0.9989324525697524,1.7847161642434966,0.05850381741577153,-0.0016555745051490336,-0.014806793091657264,0.06073553565567532,0.0010130168997489987,0.2739242867247775,0.9990675731794542,3.317049468385898,0.1411309283012771,0.08130363709193339,0.02632854415273915,718,True,50,4,"['alpha_neg', 'rho', 'epsilon']",[]
10025,0.08086574822664261,0.0010000000474974513,0.544556736946106,0.3843059539794922,1.0000284910202026,0.047253962606191635,0.07444820553064346,0.05801810696721077,249.00454711914062,514.0090942382812,546.2160220288838,514.3646497938369,0.45252727923600866,1.3687153114005923e-05,inf,True,0.026703222491725243,6.537586425102644e-06,0.09449209694139407,,,0.030146870825856025,0.023030146422501983,0.032022978114824185,0.02852839387170121,0.000987186613558432,0.3593556301173062,,,-0.011832818459067453,0.029309947983855604,-0.0047457768155589886,0.13320310258158402,0.0010128134814364705,0.7297578437749057,,,0.10634074367145072,0.11958646307743132,0.12078199074998053,414,True,50,16,"['alpha_neg', 'capacity']","[('alpha_pos', 'rho', 16397.4375), ('alpha_pos', 'capacity', -22760.44921875), ('alpha_neg', 'rho', -36.106048583984375), ('alpha_neg', 'capacity', 9.405797004699707), ('phi', 'rho', -31537.275390625), ('phi', 'capacity', 1754.3997802734375), ('rho', 'capacity', 1.2138112301924352e+16), ('rho', 'kappa', -15570.576171875), ('rho', 'phi_rl', -38278.4453125), ('rho', 'epsilon', -2106.169189453125), ('capacity', 'kappa', 8833.1220703125), ('capacity', 'phi_rl', 9311.6484375), ('capacity', 'epsilon', 1677.9970703125)]"
10027,0.0738738477230072,0.0010000000474974513,0.0010000000474974513,0.8860494494438171,2.009122610092163,7.231917328713328e-15,0.03794479742646217,0.059449877589941025,313.9239501953125,643.847900390625,680.4596569430108,644.0510033525431,0.6020252177640347,1.8229367924504913e-05,inf,True,0.023494280618980238,9.334245054362618e-06,,0.17368380474014447,0.6652592912088529,1.6647642655789182e-05,0.022349555345199563,0.015006551695097126,0.027825903867128528,0.0009817052633680295,,0.5456354474552468,0.7052383589421678,-3.2628780025607616e-05,-0.005859526120613627,0.03003757673541216,0.11992179157888588,0.0010182948316268732,,1.2264634514323873,3.313006861242158,3.2628780040071455e-05,0.08174912097353798,0.08886217844446989,718,True,49,10,"['alpha_neg', 'phi', 'kappa']","[('alpha_pos', 'phi', 109210.3671875), ('alpha_neg', 'phi', 38.60730743408203), ('phi', 'rho', -216814.875), ('phi', 'capacity', -24894.708984375), ('phi', 'kappa', -3.652515172958374), ('phi', 'phi_rl', 52826.0546875), ('phi', 'epsilon', 25004.0078125)]"
10028,0.027737364172935486,0.0010000000474974513,0.8395179510116577,0.6108236312866211,3.000000238418579,0.009550563991069794,0.040684521198272705,0.027170205488801003,684.1002807617188,1384.2005615234375,1420.597767461308,1384.4092571756114,0.10916321817489394,0.656463086605072,9497944.0,True,0.009591369837689774,3.870685459340016e-06,0.0575913680150545,0.138120652460161,0.9987739522520963,0.02545440447972854,0.019698896438804864,0.06292313392449411,0.008938624728659746,0.000992413643401662,0.7266409438817589,0.34011212694353193,1.0424392633077428,-0.04033915203711316,0.0020753936430308387,-0.09615687079759792,0.04653610361721122,0.0010075864515932407,0.9523949581415565,0.8815351356297103,4.957561213529416,0.05944028001925275,0.07929364875351458,0.15049728177519994,699,False,50,5,"['alpha_neg', 'kappa']",[]
10029,0.06801415234804153,0.0010000000474974513,0.17169970273971558,0.5976299047470093,3.099616527557373,0.018372459337115288,0.058957476168870926,0.03914310038089752,315.3307189941406,646.6614379882812,683.2954476843621,646.8639696338508,0.60135223640429,7.485924925276777e-06,1071667008.0,True,0.021538022706272864,3.710931877929739e-05,0.05435314704531574,0.16472761479867334,1.4451526718287488,0.011965081870290648,0.018751825030156433,0.0199886089652104,0.025800403545540813,0.0009272671191992125,0.06516949208448707,0.2747697124824223,0.2671693386111933,-0.005078670200727532,0.022204574465367603,-3.385329196929632e-05,0.11022790115054226,0.00107273297579569,0.2782299133949441,0.9204900970115962,5.932063716503553,0.04182358887495811,0.09571037787237424,0.07832005405376434,720,True,50,2,['alpha_neg'],[]
10030,0.03245332092046738,0.0010000000474974513,0.0010000000474974513,0.9266607761383057,2.8521676063537598,0.041266169399023056,0.0010000000474974513,0.023503733798861504,277.7832336425781,571.5664672851562,608.1559086208414,571.7701447957645,0.6468586651386559,6.40639018456568e-06,8445027680256.0,True,0.0071296280448120775,1.524075364153776e-05,0.004654465804080337,0.12279195535869268,0.47626661760532857,0.014288471511070239,4.352729200613328e-05,0.011882610098100013,0.01847950672946898,0.0009701287192627896,-0.008122585295773272,0.6859929660440179,1.9187021888086058,0.013261279843198782,0.0009146881228208718,0.0002142459642535191,0.046427135111465775,0.001029871375732113,0.010122585390768175,1.1673285862325935,3.7856330238989138,0.06927105895484734,0.0010853119721740308,0.04679322163346949,716,True,50,5,"['alpha_neg', 'phi', 'phi_rl']",[]
10031,0.031581807881593704,0.0010000000474974513,0.19510336220264435,0.8201570510864258,2.6140592098236084,0.028650637716054916,0.05699900537729263,0.01592143066227436,420.1393737792969,856.2787475585938,892.9016384203621,856.4815644600022,0.46811218544596533,1.1709145837812684e-05,39750920.0,True,0.011753106423386412,5.357012862689631e-06,0.03318259998855799,0.1406283425060732,0.563004909752498,0.016239912420390922,0.01862762069678497,0.03586845628025737,0.008546142585289969,0.0009895004952218617,0.13006666131167147,0.5445305645689591,1.510589863589489,-0.0031790057399959867,0.020489539693921185,-0.0543794518280796,0.05461747317789744,0.001010499599773041,0.26014006309361726,1.0957835376038925,3.7175285560577276,0.06048028117210582,0.09350847106066408,0.08622231315262832,719,True,48,4,['alpha_neg'],[]
10035,0.026831183582544327,0.0010000000474974513,0.18777123093605042,0.9990000128746033,2.283966541290283,1.4799306348818593e-36,0.047218725085258484,0.0010000000474974513,369.3348693847656,754.6697387695312,791.2703454943282,754.8731286000398,0.5311254032425201,8.763321966398507e-05,5070151680.0,True,0.008257735270144886,5.962468220404608e-06,0.02687301866847307,2.6824458767909044e-05,0.3486447213262605,5.872679628773197e-05,0.017054722508510017,9.710767108702865e-06,0.010646319859194217,0.0009883138245264937,0.1351010821899707,0.9989474379015134,1.600635444090809,-0.00011510240565137521,0.013792083202254245,0.0009809672937021376,0.043016047305894436,0.0010116862704684089,0.24044137968213014,0.9990525878476931,2.9672976384897574,0.00011510240565137521,0.08064536696826272,0.001019032801292765,717,True,49,13,"['alpha_neg', 'rho', 'kappa', 'epsilon']","[('alpha_pos', 'phi_rl', 0.9028365612030029)]"
10036,0.04791945964097977,0.0010000000474974513,0.42952632904052734,0.654045045375824,1.4373157024383545,8.029369328545943e-32,0.07539095729589462,0.014469473622739315,507.2043762207031,1030.4087524414062,1066.9646038047206,1030.6132978959517,0.35248622839708244,1.318439535680227e-05,inf,True,0.01242025521778928,5.662953706798191e-06,0.042432980034126856,,,1.5129940034247458e-05,0.018532254862626055,0.019571478308588214,0.023576206735317094,0.0009889008621860092,0.3463592164169315,,,-2.9654137555375728e-05,0.03906840521283027,-0.023889918986300475,0.07226271254664243,0.0010110992328088934,0.5126934416641231,,,2.9654137555375728e-05,0.11171350937895898,0.052828866231779105,713,True,50,13,"['alpha_neg', 'kappa']","[('alpha_pos', 'rho', -135489.625), ('alpha_pos', 'capacity', 84209.0390625), ('alpha_pos', 'phi_rl', 0.9046500325202942), ('alpha_neg', 'rho', -126.22084045410156), ('alpha_neg', 'capacity', 81.37694549560547), ('phi', 'rho', -36808.15625), ('phi', 'capacity', 20964.509765625), ('rho', 'capacity', 2.275252697353421e+16), ('rho', 'kappa', 2.8472166061401367), ('rho', 'phi_rl', -122493.9375), ('rho', 'epsilon', -19493.54296875), ('capacity', 'kappa', -2.6208348274230957), ('capacity', 'phi_rl', 70783.53125), ('capacity', 'epsilon', 11974.8994140625)]"
10039,0.01805221289396286,0.0010000000474974513,0.19821697473526,0.9990000128746033,2.6231606006622314,0.033944450318813324,0.043189454823732376,0.0010000000474974513,419.39739990234375,854.7947998046875,891.3281792431135,854.9999280098157,0.46307740515272044,1.6530822904314846e-05,1655091840.0,True,0.007502829910173816,5.191433431972378e-06,0.024559822183404082,4.1140298447660854e-05,0.2952106855460536,0.015265173331120773,0.02010252367991875,1.3319006712513043e-05,0.0033469364878922925,0.0009898250249426484,0.15008060778908014,0.9989193793713326,2.0445582891405873,0.004025260372055285,0.003789232412728029,0.0009738952740310785,0.03275748930003343,0.0010101750700522542,0.24635334168143988,0.999080646377874,3.2017629121838755,0.06386364026557137,0.08258967723473673,0.0010261048209638242,711,True,50,8,"['alpha_neg', 'rho', 'epsilon']",[]
10041,0.019177453592419624,0.0010000000474974513,0.5203933715820312,0.8860135674476624,1.2389222383499146,0.14355222880840302,0.02819182723760605,0.0750991702079773,639.9990844726562,1295.9981689453125,1332.3609662279878,1296.2077759322121,0.16299960963753657,2.2047319362172857e-05,inf,True,0.008145562804589234,3.2275358661621377e-06,0.06483557045569015,,,0.028944702092148958,0.021495850780425103,0.09106465810745779,0.0032124438616156527,0.0009936741934409622,0.39331798857176936,,,0.0868216551645499,-0.013939266109074366,-0.1033842799470934,0.0351424633232236,0.0010063259015539404,0.6474687545922931,,,0.20028280245225613,0.07032292058428646,0.253582620363048,696,True,50,5,['alpha_neg'],"[('alpha_pos', 'rho', 93816.8359375), ('alpha_pos', 'capacity', -125021.5703125), ('alpha_neg', 'rho', 178.29722595214844), ('alpha_neg', 'capacity', -240.48114013671875), ('phi', 'rho', -14779.677734375), ('phi', 'capacity', 16229.9130859375), ('rho', 'capacity', 1.2996722435293184e+16), ('rho', 'kappa', -33663.8359375), ('rho', 'phi_rl', 150851.90625), ('rho', 'epsilon', -58849.3359375), ('capacity', 'kappa', 43721.55859375), ('capacity', 'phi_rl', -197761.203125), ('capacity', 'epsilon', 82009.9375)]"
10043,0.055404242128133774,0.0010000000474974513,0.42893093824386597,0.8967851996421814,1.0069572925567627,0.0064535182900726795,0.08371757715940475,0.038808874785900116,513.4340209960938,1042.8680419921875,1079.4574833278728,1043.0717195027958,0.3472796282187266,5.672098723152885e-06,inf,True,0.05113241605499913,7.932642270527084e-06,0.11221609127129897,,,0.019401719169550684,0.04096826394192879,0.12409267549184734,-0.044813451782182157,0.000984452354344978,0.20899144086626045,,,-0.03157315252040703,0.003421255324093389,-0.2044082999233369,0.1556219360384497,0.0010155477406499245,0.6488704356214715,,,0.04448018910055239,0.16401389899471613,0.2820260494951371,716,True,50,30,"['alpha_neg', 'capacity', 'kappa']","[('alpha_pos', 'rho', -237993.53125), ('alpha_pos', 'capacity', 180614.203125), ('alpha_pos', 'phi_rl', 0.963350236415863), ('alpha_pos', 'epsilon', 0.9594159722328186), ('alpha_neg', 'rho', -439.5889892578125), ('alpha_neg', 'capacity', 343.2161865234375), ('phi', 'rho', -170003.4375), ('phi', 'capacity', 145335.53125), ('rho', 'capacity', 3.077524241462067e+16), ('rho', 'kappa', 109996.8359375), ('rho', 'phi_rl', -273656.0625), ('rho', 'epsilon', -190777.484375), ('capacity', 'kappa', -121247.484375), ('capacity', 'phi_rl', 270149.28125), ('capacity', 'epsilon', 213072.0)]"
10047,0.027493951842188835,0.0010000000474974513,0.2824389636516571,0.9989940524101257,2.000002145767212,0.03393692150712013,0.040283940732479095,0.007615952752530575,455.76910400390625,927.5382080078125,964.1388147326095,927.741597838321,0.4213962109498993,3.8717546463012695,25363560.0,True,0.009250637471720249,4.704483872632891e-06,0.037300653091989766,0.0017384817034699865,0.33727018316742124,0.015156870891234828,0.01547773928701814,0.03077988489874932,0.009363035563580487,0.0009907794285412413,0.20933102699153455,0.9955866908835427,1.3389647336998391,0.004230000441976359,0.009948129167822888,-0.05271151309730638,0.045624868120797184,0.0010092206664536613,0.35554690031177966,1.0024014139367088,2.6610395578345845,0.06364384257226391,0.0706197522971353,0.06794341860236752,717,False,48,6,"['alpha_neg', 'rho', 'epsilon']",[]
10048,0.059936679899692535,0.0010000000474974513,0.4308778941631317,0.0010000000474974513,1.0000001192092896,0.41859740018844604,0.07899539917707443,0.0010000000474974513,425.8790283203125,867.758056640625,904.1895238728315,867.9658488484172,0.4477894624289598,2.5556626496836543e-05,309357674496.0,True,0.012081605406685588,2.780983865012424e-06,2.1631290737602837,5.004859819092021e-05,0.005469901378554069,0.03242971166785418,0.018497150277295173,1.856895081772844e-05,0.036257168427164393,0.00099454941928044,-3.8087771843185108,0.0009019065975665312,0.9892793095083375,0.3550363332904335,0.04274165081695082,0.000963605572664008,0.08361619137222068,0.0010054506757144626,4.670532972644774,0.0010980934974283714,1.0107209289102415,0.4821584670864586,0.11524914753719805,0.0010363945223308946,702,True,48,31,"['alpha_neg', 'rho', 'capacity', 'epsilon']",[]
10050,0.03923935070633888,0.0010000000474974513,0.14659596979618073,0.5959216952323914,1.1530296802520752,2.938758297831148e-39,0.04982020705938339,0.027532992884516716,439.15228271484375,894.3045654296875,930.9051721544845,894.507955260196,0.4424914446446728,7.873332833696622e-06,3215272192.0,True,0.012786935388564546,4.084002170463685e-06,0.1220334300990119,243.74988988926046,471.62294906402843,1.1719579960929188e-05,0.014606352848567056,0.0359789431039506,0.01417741787211169,0.000991995550330559,-0.0925851581077688,-477.145083723322,-923.210964767812,-2.2969954637358543e-05,0.021192281530707936,-0.04298443980104219,0.06430128354056608,0.0010080045446643436,0.38577709770013024,478.33692711378677,925.5170241283162,2.2969954637358543e-05,0.07844813258805886,0.09805042557007562,717,True,50,19,"['alpha_neg', 'kappa']","[('rho', 'capacity', -0.9999984502792358)]"
10051,0.06107288599014282,0.0010000000474974513,0.0014653130201622844,0.99844890832901,1.5774558782577515,0.0076899719424545765,0.07132379710674286,0.04807943478226662,358.2261962890625,732.452392578125,768.963236790382,732.6581068638393,0.540096564361594,3.367607405380113e-06,inf,True,0.019764855458029796,1.0558563349004198e-05,,17.67140465401268,27.921398030358556,0.01375524560355037,0.01907925495263574,0.022662913161629952,0.02233448113276451,0.0009793056436049185,,-33.63686776976934,-53.14747865925262,-0.019269814039007068,0.03392914454771935,0.0036609412007131414,0.09981129084752113,0.0010206944513899841,,35.63376558642736,56.30239041576812,0.034649757923916225,0.10871844966576637,0.09249792836382009,709,True,48,18,"['alpha_neg', 'phi', 'rho', 'kappa']","[('alpha_pos', 'phi', 421911.875), ('alpha_neg', 'phi', 301.5838623046875), ('phi', 'rho', 33889.58203125), ('phi', 'capacity', -44345.41796875), ('phi', 'kappa', -90941.1328125), ('phi', 'phi_rl', 286354.75), ('phi', 'epsilon', 179257.640625), ('rho', 'capacity', -0.9999191761016846)]"
10052,0.049392666667699814,0.0010000000474974513,0.09639030694961548,0.3262918293476105,3.0,0.01570417918264866,0.09351342916488647,0.0495322048664093,516.4165649414062,1048.8331298828125,1085.3439740950696,1049.0388441685268,0.33700618520514314,0.07700107991695404,52414076.0,True,0.017743915681188212,5.1005334438677065e-06,0.05019318254741988,0.1689978303068502,2.252210140228272,0.01962849825967773,0.022925293190856597,0.07318279574204559,0.014615230987855415,0.0009900031856455286,-0.001986523112771893,-0.0049378315192275535,-1.414250760463318,-0.022766970476926815,0.048580680175786206,-0.09390343907595128,0.08417010234754421,0.001009996909349374,0.19476713701200285,0.6575214902144485,7.414250760463318,0.05417532884222413,0.13844617815398674,0.19296784880876988,709,False,50,12,['alpha_neg'],[]
